ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,1ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,15:23:22
終了時刻,2015-10-05,15:23:27
トリガ時刻,2015-10-05,15:23:22
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
16,2015/10/05,15:23:22,015000,+25.8,+102.0,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
17,2015/10/05,15:23:22,016000,+25.6,+102.3,+97.10,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
18,2015/10/05,15:23:22,017000,+25.9,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
19,2015/10/05,15:23:22,018000,+26.3,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
20,2015/10/05,15:23:22,019000,+26.0,+102.2,+97.09,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
21,2015/10/05,15:23:22,020000,+26.0,+102.2,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
22,2015/10/05,15:23:22,021000,+26.0,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
23,2015/10/05,15:23:22,022000,+26.0,+102.1,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
24,2015/10/05,15:23:22,023000,+25.7,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
25,2015/10/05,15:23:22,024000,+25.7,+102.3,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
26,2015/10/05,15:23:22,025000,+25.8,+102.2,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
27,2015/10/05,15:23:22,026000,+25.4,+102.0,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
28,2015/10/05,15:23:22,027000,+25.9,+102.3,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
29,2015/10/05,15:23:22,028000,+25.6,+102.4,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
30,2015/10/05,15:23:22,029000,+25.2,+102.0,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
31,2015/10/05,15:23:22,030000,+25.9,+102.2,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
32,2015/10/05,15:23:22,031000,+25.2,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
33,2015/10/05,15:23:22,032000,+26.1,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
34,2015/10/05,15:23:22,033000,+26.3,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
35,2015/10/05,15:23:22,034000,+25.3,+102.0,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
36,2015/10/05,15:23:22,035000,+25.7,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
37,2015/10/05,15:23:22,036000,+25.9,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
38,2015/10/05,15:23:22,037000,+26.2,+102.0,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
39,2015/10/05,15:23:22,038000,+25.9,+102.1,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
40,2015/10/05,15:23:22,039000,+26.3,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
41,2015/10/05,15:23:22,040000,+26.2,+102.2,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
42,2015/10/05,15:23:22,041000,+26.1,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
43,2015/10/05,15:23:22,042000,+25.9,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
44,2015/10/05,15:23:22,043000,+25.6,+102.2,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
45,2015/10/05,15:23:22,044000,+25.8,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
46,2015/10/05,15:23:22,045000,+25.7,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
47,2015/10/05,15:23:22,046000,+25.8,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
48,2015/10/05,15:23:22,047000,+25.8,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
49,2015/10/05,15:23:22,048000,+25.9,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
50,2015/10/05,15:23:22,049000,+25.6,+102.1,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
51,2015/10/05,15:23:22,050000,+25.7,+102.0,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
52,2015/10/05,15:23:22,051000,+25.7,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
53,2015/10/05,15:23:22,052000,+26.2,+102.3,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
54,2015/10/05,15:23:22,053000,+25.8,+102.2,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
55,2015/10/05,15:23:22,054000,+25.9,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
56,2015/10/05,15:23:22,055000,+25.9,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
57,2015/10/05,15:23:22,056000,+25.9,+102.4,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
58,2015/10/05,15:23:22,057000,+25.5,+102.2,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
59,2015/10/05,15:23:22,058000,+25.8,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
60,2015/10/05,15:23:22,059000,+26.0,+102.0,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
61,2015/10/05,15:23:22,060000,+25.8,+102.2,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
62,2015/10/05,15:23:22,061000,+25.7,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
63,2015/10/05,15:23:22,062000,+25.7,+102.0,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
64,2015/10/05,15:23:22,063000,+26.0,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
65,2015/10/05,15:23:22,064000,+25.5,+102.2,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
66,2015/10/05,15:23:22,065000,+25.7,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
67,2015/10/05,15:23:22,066000,+25.6,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
68,2015/10/05,15:23:22,067000,+25.9,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
69,2015/10/05,15:23:22,068000,+25.7,+102.1,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
70,2015/10/05,15:23:22,069000,+25.5,+102.1,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
71,2015/10/05,15:23:22,070000,+25.1,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
72,2015/10/05,15:23:22,071000,+25.7,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
73,2015/10/05,15:23:22,072000,+25.6,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
74,2015/10/05,15:23:22,073000,+25.6,+102.1,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
75,2015/10/05,15:23:22,074000,+26.5,+102.1,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
76,2015/10/05,15:23:22,075000,+25.8,+102.2,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
77,2015/10/05,15:23:22,076000,+26.0,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
78,2015/10/05,15:23:22,077000,+25.7,+102.3,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
79,2015/10/05,15:23:22,078000,+26.5,+102.1,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
80,2015/10/05,15:23:22,079000,+26.0,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
81,2015/10/05,15:23:22,080000,+25.7,+102.2,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
82,2015/10/05,15:23:22,081000,+26.4,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
83,2015/10/05,15:23:22,082000,+26.1,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
84,2015/10/05,15:23:22,083000,+25.9,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
85,2015/10/05,15:23:22,084000,+25.5,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
86,2015/10/05,15:23:22,085000,+25.2,+102.1,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
87,2015/10/05,15:23:22,086000,+26.2,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
88,2015/10/05,15:23:22,087000,+25.5,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
89,2015/10/05,15:23:22,088000,+25.7,+101.9,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
90,2015/10/05,15:23:22,089000,+25.6,+102.1,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
91,2015/10/05,15:23:22,090000,+25.3,+102.0,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
92,2015/10/05,15:23:22,091000,+25.7,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
93,2015/10/05,15:23:22,092000,+25.8,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
94,2015/10/05,15:23:22,093000,+26.0,+102.0,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
95,2015/10/05,15:23:22,094000,+25.8,+102.2,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
96,2015/10/05,15:23:22,095000,+25.7,+102.1,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
97,2015/10/05,15:23:22,096000,+25.6,+102.3,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
98,2015/10/05,15:23:22,097000,+26.2,+102.2,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
99,2015/10/05,15:23:22,098000,+25.8,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
100,2015/10/05,15:23:22,099000,+25.9,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
101,2015/10/05,15:23:22,100000,+25.8,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
102,2015/10/05,15:23:22,101000,+26.2,+102.1,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
103,2015/10/05,15:23:22,102000,+26.2,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
104,2015/10/05,15:23:22,103000,+26.0,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
105,2015/10/05,15:23:22,104000,+25.8,+102.2,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
106,2015/10/05,15:23:22,105000,+25.6,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
107,2015/10/05,15:23:22,106000,+26.0,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
108,2015/10/05,15:23:22,107000,+25.2,+102.1,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
109,2015/10/05,15:23:22,108000,+25.7,+102.0,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
110,2015/10/05,15:23:22,109000,+25.5,+102.0,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
111,2015/10/05,15:23:22,110000,+25.5,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
112,2015/10/05,15:23:22,111000,+25.5,+102.0,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
113,2015/10/05,15:23:22,112000,+26.3,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
114,2015/10/05,15:23:22,113000,+25.7,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
115,2015/10/05,15:23:22,114000,+25.8,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
116,2015/10/05,15:23:22,115000,+26.0,+102.0,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
117,2015/10/05,15:23:22,116000,+26.2,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
118,2015/10/05,15:23:22,117000,+26.3,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
119,2015/10/05,15:23:22,118000,+26.2,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
120,2015/10/05,15:23:22,119000,+26.0,+102.2,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
121,2015/10/05,15:23:22,120000,+25.9,+102.0,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
122,2015/10/05,15:23:22,121000,+26.1,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
123,2015/10/05,15:23:22,122000,+25.6,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
124,2015/10/05,15:23:22,123000,+25.7,+102.2,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
125,2015/10/05,15:23:22,124000,+25.5,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
126,2015/10/05,15:23:22,125000,+25.6,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
127,2015/10/05,15:23:22,126000,+25.6,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
128,2015/10/05,15:23:22,127000,+25.9,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
129,2015/10/05,15:23:22,128000,+25.7,+102.0,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
130,2015/10/05,15:23:22,129000,+25.3,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
131,2015/10/05,15:23:22,130000,+25.7,+102.2,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
132,2015/10/05,15:23:22,131000,+25.8,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
133,2015/10/05,15:23:22,132000,+25.8,+102.1,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
134,2015/10/05,15:23:22,133000,+25.8,+102.2,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
135,2015/10/05,15:23:22,134000,+25.6,+102.3,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
136,2015/10/05,15:23:22,135000,+26.2,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
137,2015/10/05,15:23:22,136000,+26.0,+102.2,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
138,2015/10/05,15:23:22,137000,+25.9,+102.3,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
139,2015/10/05,15:23:22,138000,+25.9,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
140,2015/10/05,15:23:22,139000,+25.9,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
141,2015/10/05,15:23:22,140000,+25.7,+102.0,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
142,2015/10/05,15:23:22,141000,+25.7,+102.0,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
143,2015/10/05,15:23:22,142000,+26.0,+102.2,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
144,2015/10/05,15:23:22,143000,+26.1,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
145,2015/10/05,15:23:22,144000,+25.6,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
146,2015/10/05,15:23:22,145000,+25.5,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
147,2015/10/05,15:23:22,146000,+25.6,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
148,2015/10/05,15:23:22,147000,+26.2,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
149,2015/10/05,15:23:22,148000,+25.6,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
150,2015/10/05,15:23:22,149000,+25.4,+102.1,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
151,2015/10/05,15:23:22,150000,+25.7,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
152,2015/10/05,15:23:22,151000,+26.2,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
153,2015/10/05,15:23:22,152000,+25.8,+102.0,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
154,2015/10/05,15:23:22,153000,+25.7,+102.1,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
155,2015/10/05,15:23:22,154000,+25.9,+102.2,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
156,2015/10/05,15:23:22,155000,+25.9,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
157,2015/10/05,15:23:22,156000,+25.9,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
158,2015/10/05,15:23:22,157000,+26.5,+102.1,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
159,2015/10/05,15:23:22,158000,+25.9,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
160,2015/10/05,15:23:22,159000,+25.7,+102.0,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
161,2015/10/05,15:23:22,160000,+25.7,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
162,2015/10/05,15:23:22,161000,+26.0,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
163,2015/10/05,15:23:22,162000,+25.7,+101.9,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
164,2015/10/05,15:23:22,163000,+25.4,+102.1,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
165,2015/10/05,15:23:22,164000,+25.6,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
166,2015/10/05,15:23:22,165000,+25.7,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
167,2015/10/05,15:23:22,166000,+25.7,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
168,2015/10/05,15:23:22,167000,+25.9,+101.9,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
169,2015/10/05,15:23:22,168000,+26.0,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
170,2015/10/05,15:23:22,169000,+25.2,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
171,2015/10/05,15:23:22,170000,+25.5,+102.0,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
172,2015/10/05,15:23:22,171000,+25.6,+102.1,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
173,2015/10/05,15:23:22,172000,+26.0,+102.1,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
174,2015/10/05,15:23:22,173000,+25.8,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
175,2015/10/05,15:23:22,174000,+25.5,+102.2,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
176,2015/10/05,15:23:22,175000,+26.0,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
177,2015/10/05,15:23:22,176000,+26.1,+102.2,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
178,2015/10/05,15:23:22,177000,+25.7,+102.2,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
179,2015/10/05,15:23:22,178000,+25.8,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
180,2015/10/05,15:23:22,179000,+26.8,+102.0,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
181,2015/10/05,15:23:22,180000,+25.8,+102.0,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
182,2015/10/05,15:23:22,181000,+25.9,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
183,2015/10/05,15:23:22,182000,+25.6,+102.0,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
184,2015/10/05,15:23:22,183000,+26.0,+102.2,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
185,2015/10/05,15:23:22,184000,+25.9,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
186,2015/10/05,15:23:22,185000,+25.6,+102.2,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
187,2015/10/05,15:23:22,186000,+25.5,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
188,2015/10/05,15:23:22,187000,+25.4,+101.9,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
189,2015/10/05,15:23:22,188000,+25.9,+102.1,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
190,2015/10/05,15:23:22,189000,+25.3,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
191,2015/10/05,15:23:22,190000,+25.3,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
192,2015/10/05,15:23:22,191000,+25.4,+102.0,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
193,2015/10/05,15:23:22,192000,+25.5,+102.1,+97.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
194,2015/10/05,15:23:22,193000,+25.5,+102.3,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
195,2015/10/05,15:23:22,194000,+25.8,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
196,2015/10/05,15:23:22,195000,+26.0,+101.9,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
197,2015/10/05,15:23:22,196000,+25.9,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
198,2015/10/05,15:23:22,197000,+26.2,+102.1,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
199,2015/10/05,15:23:22,198000,+26.2,+102.2,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
200,2015/10/05,15:23:22,199000,+26.0,+102.0,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
201,2015/10/05,15:23:22,200000,+26.2,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
202,2015/10/05,15:23:22,201000,+25.8,+102.1,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
